"id","hadith_no","source","tradition","bab","text_ar"
"zayd_0341","341","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الخيار في البيع:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رسول الله صلى الله عليه وآله جاءه رجل، فقال يا رسول الله اني أخدع في البيع، فجعل له رسول الله صلى الله عليه وآله فيما اشتراه وباع الخيار ثلاثا."
"zayd_0342","342","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الخيار في البيع:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رسول الله صلى الله عليه وآله جعل عهدة الرقيق ثلاثا. قال: وقال زيد بن علي (ع م) لا يجوز الخيار أكثر من ثلاث. وقال الإمام زيد بن علي (ع م) من اشترى شيئا ولم يره فهو بالخيار إذا رآه ان شاء أخذه وان شاء ترك، وقال زيد بن علي "" ع م "" لا يبطل الخيار الا ان يقول بلسانه رضيت أو يجامع "" فان قبل "" أو باشر أو استخدم أو ركب كان على الخيار."
"zayd_0343","343","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الخيار في البيع:","= حدثني زيد بن علي عن أبيه عن جده عن علي "" ع م "" قال: قال رسول الله "" ص "" البيعان بالخيار فيما تبايعا حتى يفترقا عن رضا، فسألت زيدا بن علي "" ع م "" عن الفرقة بالابدان أو بالكلام، فقال "" ع م "" بل بالكلام وانما يقول الفرقة بالابدان من لا يعرف كلام العرب الا ترى إلى قوله تعالى ولا تكونوا كالذين تفرقوا واختلفوا من بعد ما جاءتهم البينات انما افترقوا بالكلام وقد كانت أبدانهم مجتمعة، وقال ان الذين فرقوا دينهم وكانوا شيعا لست منهم في شئ انما فارقوا دينهم بالكلام."
"zayd_0344","344","Musnad al-Imam Zayd ibn Ali","Zaydi","باب البيوع إلى اجل:","= حدثني زيد بن علي عن أبيه عن جده عن علي "" ع م "" قال: لا يجوز البيع إلى اجل لا يعرف، وقال زيد بن علي "" ع م "" لا يجوز البيع إلى النيروز والى المهرجان ولا إلى صوم النصارى ولا إلى افطارهم ولا يجوز البيع إلى العطاء ولا إلى الحصاد ولا إلى الدياس ولا إلى الجذاذ ولا إلى القطاف ولا إلى العصير ولا بأس بالبيع إلى الفطر والى الاضحى والى الموسم والى اجل معروف عند المسلمين فالبيع إلى هذا الاجل جائز."
"zayd_0345","345","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الخيانة في البيع:","= حدثني زيد بن علي عن أبيه عن جده عن علي "" ع م "" في قوله تعالى لا تخونوا الله والرسول وتخونوا أماناتكم وانتم تعلمون، قال من الخيانة الكذب في البيع والشراء. سألت زيدا بن علي "" ع م "" عن رجل اشترى من رجل شيئا مرابحة ثم اطلع على ان البائع قد خانه، قال "" ع م "" يحط عن المشتري الخيانة ولا يحط عنه شيئا من الربح. وسألت زيدا بن علي "" ع م "" عن رجل اشترى متاعا فقصره أو صبغه أو فتله، فأراد ان يبيعه مرابحة ويضم إلى ثمنه ما أنفق عليه قال "" ع م "" لا يبع ذلك حتى يبين."
"zayd_0346","346","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الخيانة في البيع:","وسألت زيدا بن علي "" ع م "" عن رجل اشترى سلعة إلى اجل ثم باعها مرابحة والمشتري لم يعلم انه اشتراها إلى اجل ثم علم بعد ذلك، قال "" ع م "" هو بالخيار ان شاء اخذ وان شاء ترك."
"zayd_0347","347","Musnad al-Imam Zayd ibn Ali","Zaydi","باب العيوب:","= حدثني زيد بن علي عن أبيه عن جده عن علي "" ع م "" في رجل اشترى من رجل جارية ثم وطئها ثم وجد فيها عيبا فألزمها المشتري وقضى على البائع بعشر الثمن قال وسألت زيدا بن علي "" ع م "" ما معنى هذا، فقال "" ع م "" كان نقصان العيب العشر، وسألت زيدا بن علي "" ع م "" عن رجل اشترى جارية فوجدها حبلى، فقال يردها، قلت فان لم يردها حتى ولدت ولدا حيا أو ميتا، فقال "" ع م "" ان كان حيا، فان كانت قيمته مثل نقصان الحبل أو أكثر لم يرجع بشئ وان كان أقل رجع بتمام نقصان الحبل وان كان الولد ميتا رجع بنقصان الحبل كله. سألت زيدا بن علي "" ع م "" عن الرجل يشتري الجارية فيجدها أبقة أو مجنونة أو تبول على الفراش، قال "" ع م "" هذا عيب فيردها، قلت فان عرضها على بيع، قال "" ع م "" لا يكون هذا رضى، قال وان كان وطئها كان رضى، أو يقول بلسانه قد رضيتها، قال "" ع م "" وان قبلها لشهوة لم يكن ذلك رضى. سألت زيدا بن علي "" ع م "" عن رجل اشترى ثوبا فقطعه قميصا وخاطه ثم وجد به عيبا، قال "" ع م "" ان كان فعل ذلك وهو يعلم كان ذلك رضى وان كان فعل ذلك وهو لا يعلم ثم على رجع بنقصان العيب. سألت زيدا بن علي "" ع م "" عن رجل اشترى سلعة فباعها ثم اطلع على عيب، قال "" ع م "" يرجع بنقصان العيب لان البائع لم يوفه شرطه."
"zayd_0348","348","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع الثمار:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: نهى رسول الله صلى الله عليه وآله عن بيع المحافلة والمزابنة وعن بيع الشجر حتى يعقد وعن بيع التمر حتى يزهو يعني يصفر أو يحمر، قال الإمام زيد بن علي (ع م) بيع المزابنة بيع التمر بالتمر المحاقلة بيع الزرع بالحنطة والازهى الاصفرار والاحمرار. سألت زيدا بن علي (ع م) عن الرجل يشتري الثمر قبل ان تبلغ على ان يقطعها، قال عليه السلام لا بأس بذلك، قال: قلت فان اشتراها قبل ان تبلغ على ان يتركها حتى تبلغ، قال عليه السلام هذا لا يحل ولايجوز."
"zayd_0349","349","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع الثمار:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله من باع نخلا فيه ثمرة فالثمرة للبائع الا ان يشترط المبتاع ومن اشترى عبدا له مال فالمال للبائع الا ان يشترط المبتاع ومن اشترى حقلا فيه زرع فالزرع للبائع الا ان يشترط المبتاع. سألت زيدا بن علي (ع م) عن بيع العنب لمن يعصره خمرا، قال عليه السلام أكره ذلك. وسألت زيدا بن علي (ع م) عن رجل اشترى ثمرة بستان واستثنى البائع على المشتري ثمرة نخلة غير معروفة، قال عليه السلام لا يجوز هذا البيع، وقال زيد بن علي (ع م) أخبرني أبي عن جدي عن علي (ع م) ان رجلين اختصما إليه فقال احدهما بعت هذا قواصر واستثنيت خمس قواصر لم اعلمهن ولي الخيار، فقال عليه السلام بيعكما فاسد."
"zayd_0350","350","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع الغرر:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: نهى رسول الله صلى الله عليه وآله عن بيع الغرر. قال زيد بن علي (ع م) بيع ما في بطن الامة غرر وبيع ما في بطون الانعام غرر وبيع ما تحمل الانعام غرر وبيع ما تحمل النخل هذا العام غرر وبيع ضربة الغائص غرر وبيع ما تخرج شبكة الصياد غرر. قال زيد بن علي (ع م) وان اشترى سمكة في ما كان يؤخذ بغير تصيد فالشراء جائز وان كان لا يؤخذ الا بتصيد فهو غرر."
"zayd_0351","351","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع الطعام:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: إذا اشتريت شيئا مما يكال أو يوزن فقبضته فلا تبعه حتى تكتاله أو تزنه"
"zayd_0352","352","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع الطعام:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا بأس ببيع المجازفة ما لم يسم كيلا. وقال زيد بن علي عليهما السلام إذا اشتريت شيئا مما يعد عددا مثل الجوز والبيض وقبضته على عدد فلا تبعه حتى تعده، قال عليه السلام وان اشتريت ارضا مذارعة فبعتها قبل ان تذرعها فذلك جائز. سألت زيدا بن علي (ع م) عن رجل اشترى طعاما على انه عشرة اصواع فوجده احد عشر صاعا، قال ليس له منه الا عشرة اصواع، قلت فان وجدها تسعة، قال يكون له ذلك تسعة اعشار الثمن ان شاء اخذ وان شاء رد لانه لم يوفه شرطه. وسألت زيدا بن علي (ع م) عن رجل اشترى من رجل قطيعا من غنم على انه عشرون شاة بعشرة دنانير فوجدها احدى وعشرين، قال عليه السلام البيع فاسد قلت فان وجدها تسعة عشر، قال عليه السلام البيع فاسد قلت فان كان سمى لكل شاة ثمنا، قال عليه السلام ان وجها زائدة فالبيع فاسد وان كانت ناقصة اخذها ان احب كل شاة بما سمى."
"zayd_0353","353","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع الرطب بالتمر:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه كره بيع الرطب بالتمر، وقال انه ينقص إذا جف، وقال سألت زيدا بن علي (ع م) عن قفيز حنطة بقفيز دقيق، فقال عليه السلام لا يجوز. وسألت زيدا بن علي (ع م) عن قفيز حنطة بقفيز سويق، فقال عليه السلام لا يجوز. وسألت زيدا بن علي عليه السلام عن عشرة ارطال حلا أو اكثر بقفيز سمسم، فقال عليه السلام ان كان في القفيز عشرة ارطال حلا أو اكثر فالبيع فاسد وان كان ما فيه من الحل أقل من عشرة ارطال فالبيع جائز."
"zayd_0354","354","Musnad al-Imam Zayd ibn Ali","Zaydi","باب التفريق بين ذوي الارحام من الرقيق:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: قدم زيد بن حارثة رضي الله عنه برقيق فتصفح رسول الله "" ص "" الرقيق فنظر إلى الرجل منهم وامرأة كئيبين حزينين من بين الرقيق، فقال رسول الله "" ص "" ما لي ارى هذين كئيبين حزينين من بين الرقيق، فقال زيد يارسول الله احتجنا إلى نفقة على الرقيق فبعنا ولدا لهما فأنفقنا ثمنه على الرقيق، فقال رسول الله "" ص "" ارجع حتى تسترده من حيث بعته فرده على ابويه، وأمر رسول الله "" ص "" مناديه ينادي ان رسول الله "" ص "" يأمركم الا تفرقوا بين ذوي الارحام من الرقيق."
"zayd_0355","355","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الاستبراء في الرقيق:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه قال: من اشترى جارية فلا يقربها حتى يستبرئها بحيضة."
"zayd_0356","356","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الاستبراء في الرقيق:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه سئل عن رجل له مملوكتان اختان فوطئ احدهما ثم اراد ان يطأ الاخرى، فقال عليه السلام ليس له ان يطأ الاخرى حتى يبيع التي وطئها أو يزوجها. سألت زيدا بن علي عليه السلام عن الامة إذا كانت لا تحيض بكم يستبرئها، فقال عليه السلام بشهر، قلت فان كان ملكها بهبة أو ميراث أو وقعت في سهمه من المغنم كله سواء، قال عليه السلام نعم."
"zayd_0357","357","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الاستبراء في الرقيق:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: نهى رسول الله "" ص "" عن الحبالى ان يوطأن حتى يضعن إذا كان الحبل من غيرك اصبتها شراء أو خمسا، وقال رسول الله "" ص "" الماء يسقي الماء ويشد العظم وينبت اللحم، ونهى رسول الله "" ص "" عن مهر البغي واجر ماء كل عسيب وهي الفحول."
"zayd_0358","358","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الغش والاحتكار وتلقي الركبان:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: قال رسول الله "" ص "" لايبع حاضر لباد دعوا الناس يرزق الله بعضهم من بعض ونهانا رسول الله صلى الله عليه وآله عن تلقي الركبان."
"zayd_0359","359","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الغش والاحتكار وتلقي الركبان:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: مر رسول الله "" ص "" على رجل يبيع طعاما فنظر رسول الله "" ص "" إلى خارجه فأعجبه فأدخل يده إلى داخله فأخرج منه قبضة فكان أردأ من الخارج، فقال رسول الله "" ص "" من غشنا فليس منا."
"zayd_0360","360","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الغش والاحتكار وتلقي الركبان:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: جالب الطعام مرزوق والمحتكر عاص ملعون وقال زيد بن علي (ع م) لااحتكار الا في الحنطة والشعير والتمر."
"zayd_0361","361","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الغش والاحتكار وتلقي الركبان:","= حدثني زيد بن علي أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله ثلاثة لا يكلمهم الله تعالى ولا ينظر إليهم يوم القيامة ولا يزكيهم ولهم عذاب اليم. رجل بايع اماما ان أعطاه شيئا من الدنيا وفى له وإن لم يعطه لم يف له ورجل له ماء على ظهر الطريق يمنعه سابلة الطريق ورجل حلف بعد العصر لقد اعطي في سلعته كذا وكذا فأخذها الآخر مصدقا للذي قال وهو كاذب."
"zayd_0362","362","Musnad al-Imam Zayd ibn Ali","Zaydi","باب من ملك ذا رحم محرم:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله من ملك ذا رحم محرم فهو حر."
"zayd_0363","363","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع المدبر وامهات الاولاد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يجيز بيع امهات الاولاد وكان يقول: إذا مات سيدها ولها منه ولد فهي حرة من نصيبه لان الولد قد ملك منها شقصا وان كان لا ولد لها بيعت."
"zayd_0364","364","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع المدبر وامهات الاولاد:","= حدثني زيد بن علي عن أبيه عن جده علي (ع م) ان رجلا أتاه فقال: يا امير المؤمنين ان لي امة قد ولدت مني أفأهبها لاخي، قال عليه السلام نعم، فوهبها لاخيه فوطئها فولدها، ثم أتاه الآخر فقال يا امير المؤمنين أأهبها لاخ لي آخر، قال عليه السلام نعم، فوطأوها جميعا واولدوها وهم ثلاثة."
"zayd_0365","365","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع المدبر وامهات الاولاد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلا أتاه فقال: اني جعلت عبدي حرا ان حدث بي حدث أفلي ان ابيعه، قال عليه السلام لا ، قال فانه قد أحدث (أي فسق)، قال حدثه على نفسه وليس لك ان تبيعه، وقال زيد بن علي (ع م) لو ان رجلا باع المدبر من نفسه جاز ذلك."
"zayd_0366","366","Musnad al-Imam Zayd ibn Ali","Zaydi","باب بيع المدبر وامهات الاولاد:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: عدة ام الولد إذا أعتقها سيدها ثلاث حيض."
"zayd_0367","367","Musnad al-Imam Zayd ibn Ali","Zaydi","باب العبد المأذون له في التجارة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلا أتاه قد اشترى من عبد رجل قد ولاه ضيعته، فقال السيد لم آذن لعبدي في التجارة فلزمه دين، قال يخير سيده بين ان يفتديه بالدين أو يبيعه ويقضي الدين الذي عليه من الثمن فان كان الثمن لا يفي بالدين فليس على السيد غرم أكثر من رقبة عبده. سألت زيدا بن علي (ع م) عن رجل أذن لعبده في التجارة في نوع بعينه فباع واتجر في نوع آخر، فقال عليه السلام لا يجوز ذلك، وسألت زيدا بن علي (ع م) عن العبد المأذون له في البيع والشراء إذا أقر بدين، فقال عليه السلام يلزمه، قلت فان كان محجورا عليه فأقر بدين، قال عليه السلام لا يلزمه حتى يعتق فإذا اعتق اخذ به، وسألت زيدا بن علي (ع م) عن المدبر يلزمه دين وقد اذن له سيده في التجارة، قال عليه السلام دينه على نفسه ويسعى فيه."
"zayd_0368","368","Musnad al-Imam Zayd ibn Ali","Zaydi","باب السلم وهو السلف:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: من اسلف في طعام إلى اجل فلم يجد عند صاحبه ذلك الطعام، فقال خذ مني غيره بسعر يومه لم يكن له ان يأخذ الا الطعام الذي اسلف فيه أو رأس ماله وليس له ان يأخذ نوعا من الطعام غير ذلك النوع."
"zayd_0369","369","Musnad al-Imam Zayd ibn Ali","Zaydi","باب السلم وهو السلف:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا بأس ان تأخذ بعض رأس مالك وبعض رأس سلمك ولا تأخذ شيئا من غير سلمك."
"zayd_0370","370","Musnad al-Imam Zayd ibn Ali","Zaydi","باب السلم وهو السلف:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كره الرهن والكفيل في السلم. وقال زيد بن علي (ع م) اسلم ما يوزن فيما يكال وما يكال فيما يوزن ولا تسلم ما يكال فيما يكال ولا ما يوزن فيما يوزن، قال عليه السلام وإذا اسلمت في طعام أو في غيره فسم أجلك وسم ما أسلمت فيه وفي أي موضع تقبضه ولا تفارقه حتى تقبضه الدراهم فان خالفت واحدة من هذه الابع فسد سلمك، وقال زيد بن علي (ع م) لا بأس بالسلم في الثياب والاكسية إذا سميت الطول والعرض والرقعة، وقال زيد بن علي (ع م) لا يجوز السلم في الحيوان ولا في الرؤوس ولا في جلود الحيوان ولا بأس بالسلم في الصوف والقطن والحرير وجميع ما يكال ويوزن مما يوجد عند الناس."
"zayd_0371","371","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الاقالة والتولية:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله من اقال نادما اقاله الله نفسه يوم القيامة ومن انظر معسرا أو وضع له اظله الله في ظل عرشه، وقال زيد بن علي (ع م) الاقالة بمنزلة البيع والتولية بمنزلة البيع يفسدهما ما يفسد البيع ويجيزهما ما يجيز البيع."
"zayd_0372","372","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الشفعة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قضى للجار بالشفعة في دار من دور بني مرهبة بالكوفة وامر شريحا ان يقضي بذلك. سألت زيدا بن علي عليهما السلام عن الشفعة، فقال عليه السلام الشريك أحق من الجار والجار أحق من غيره ولا شفعة لجار غير لزيق،"
"zayd_0373","373","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الشفعة:","وقال زيد بن علي (ع م) الشفيع على شفعته إذا علم ما بينه وبين ثلاثة ايام فان ترك المطالبة له ثلاثة ايام بطلت شفعته، وكان عليه السلام يقول لا شفعة الا في عقار أو ارض، وقال زيد بن علي (ع م) الشفعة على عدد الرؤوس لا على الانصباء، وقال زيد بن علي (ع م) لا شفعة لليهود ولا النصارى في مدائن العرب وخططهم ولهم الشفعة في القرى في البلدان التي لهم ان يسكنوها."
"zayd_0374","374","Musnad al-Imam Zayd ibn Ali","Zaydi","باب المضاربة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في المضارب يضيع منه المال، فقال عليه السلام لا ضمان عليه والربح على ما اصطلحا عليه والوضيعة على رأس المال، وقال زيد بن علي (ع م) في رجل يدفع إلى رجل مالا مضاربة بالثلث ومائة درهم أو بالثلث الا مائة درهم أو على انك ما ربحت من ربح فلك فيه مائة درهم، قال عليه السلام هذا كله فاسد والربح على المال والوضيعة على المال وللمضارب اجرة مثله وان قال بالثلث أو بالربع أو بالعشر فالمضاربة جائزة، وقال زيد بن علي (ع م) لا تجوز المضاربة الا بالدنانير والدراهم ولا تجوز بالعرض، وقال زيد بن علي (ع م) لا يبع المضارب ما اشترى من صاحب المال مرابحة ولا يبع صاحب المال ما اشترى ما المضارب مرابحة وكان عليه السلام يكره ان يدفع المرء المسلم المضاربة إلى اليهود لانهم يستحلون الربى."
"zayd_0375","375","Musnad al-Imam Zayd ibn Ali","Zaydi","باب المزارعة والمعاملة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رسول الله صلى الله عليه وآله نهى عن قبالة الارض بالثلث والربع، وقال صلى الله عليه وآله إذا كان لاحدكم ارض فليزرعها أو ليمنحها أخاه، فتعطلت كثير من الارضين، فسألوا رسول الله صلى الله عليه وآله ان يرخص لهم في ذلك فرخص لهم ودفع خيبر إلى أهلها على ان يقوموا على نخلها يسقونه ويلقحونه ويحفظونه بالنصف فكان إذا أينع وآن صرامه بعث عبد الله بن رواحة رضي الله عنه فخرص عليهم ورد إليهم بحصصهم من النصف، وقال زيد بن علي (ع م) المزارعة جائزة بالثلث والربع إذا دفعت الارض سنة أو أكثر من ذلك إذا كان العمل على المزارع وكان البذر على صاحب الارض أو على المزارع فذلك كله جائز وان كان صاحب الارض شرط في شئ من العمل فسد ذلك وبطل."
"zayd_0376","376","Musnad al-Imam Zayd ibn Ali","Zaydi","باب المزارعة والمعاملة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه كان يكره ان تزرع الارض ببعرها وكان يرخص في السرجين ."
"zayd_0377","377","Musnad al-Imam Zayd ibn Ali","Zaydi","","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلين كانا شريكين على عهد رسول الله صلى الله عليه وآله فكان أحدهما مواظبا على السوق والتجارة وكان الآخر مواضبا على المسجد والصلاة خلف رسول الله صلى الله عليه وآله فلما كان عند قسمة الربح، قال المواضب على السوق فضلني فاني كنت مواضبا على التجارة وانت كنت مواضبا على المسجد فجاءا إلى رسول الله صلى الله عليه وآله فذكرا ذلك له، فقال النبي صلى الله عليه وآله الذي كان يواضب على السوق انما كنت ترزق بمواضبة صاحبك على المسجد."
"zayd_0378","378","Musnad al-Imam Zayd ibn Ali","Zaydi","","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: يد الله مع الشريكين ما لم يتخاونا فإذا تخاونا محقت تجارتهما فرفعت البركة منها ."
"zayd_0379","379","Musnad al-Imam Zayd ibn Ali","Zaydi","","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في الشريكين قال: الربح على ما اصطلحا عليه والوضيعة على قدر رؤوس أموالهما. وقال زيد بن علي (ع م): الشكرة شركتان شركة عنان وشركة مفاوضة، فالعنان الشريكان في نوع من التجارة خاصة والمفاوضة الشريكان في كل قليل وكثير."
"zayd_0380","380","Musnad al-Imam Zayd ibn Ali","Zaydi","","وقال زيد بن علي (ع م): ما لزم احد المفاوضين لزم الآخر وما لزم احد العنانين لم يلزم الآخر، ولكنه يرجع عليه بذلك إذا كان ذلك من تجارتهما."
"zayd_0381","381","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الاجارة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: قال رسول الله صلى الله عليه وآله: من استأجر أجبرا فليعلمه بأجرة فان شاء رضي وان شاء ترك."
"zayd_0382","382","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الاجارة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه أتي بحمال كانت عليه قارورة عظيمة فيها دهن فكسرها فظنه اياها."
"zayd_0383","383","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الاجارة:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: كل عامل مشترك إذا أفسد فهو ضامن. وقال زيد بن علي (ع م): الضمان على الاجير المشترك الذي يعمل لي ولك ولهذا والاجير الخاص لا ضمان عليه الا فيما خالف."
"zayd_0384","384","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الرهن:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه قال: الرهن بما فيه إذا كان قيمته والدين سواء وان كانت قيمته اكثر فهو بما فيه وهو في الفضل أمين، وان كانت قيمته أقل رجع بفضل الدين على القيمة."
"zayd_0385","385","Musnad al-Imam Zayd ibn Ali","Zaydi","باب العارية والوديعة:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: لا ضمان على مستعير ولا مستودع الا ان يخالف ولا ضمان على من شارك في الربح، وللمستودع ان يودع الوديعة امرأته وولده وعبده وأجيره . قال أبو خالد: أظن هذا الكلام الاخير من كلام زيد بن علي (ع م) وليس هو عن علي عليه السلام. قال زيد بن علي (ع م): لا ينتفع المرتهن من الرهن بشئ فان ولد الرهن كان الولد مع الرهن رهنا مع المرهن وكذلك الثمرة هي رهن من النخل ولا يجوز الرهن الا مقبوضا لان الله عزوجل يقول: فرهان مقبوضة."
"zayd_0386","386","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الهبة والصدقة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا تجوز هبة ولا صدقة الا معلومة مقسومة مقبوضة الا ان تكون صدقة أوجبها الرجل على نفسه فيجب عليه ان يؤديها خالصة لله تعالى كما أوجب على نفسه."
"zayd_0387","387","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الهبة والصدقة:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: من وهب هبة فله ان يرجع فيها ما لم يكافأ عليها وكل هبة لله تعالى وصدقة فليس لصاحبها ان يرجع فيها. وقال زيد بن علي (ع م): من الهبة لله عزوجل الهبة للاقارب المحارم."
"zayd_0388","388","Musnad al-Imam Zayd ibn Ali","Zaydi","باب اللقطة واللقيطة:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام قال: من وجد لقطة عرفها حولا فان جاء لها طالب والا تصدق بها بعد السنة فإذا جاء صاحبها خير بين الاجر والضمان وان اختار الاجر فله أجرها وثوابها وان اختار الضمان كان الاجر والثواب لملتقطها."
"zayd_0389","389","Musnad al-Imam Zayd ibn Ali","Zaydi","باب اللقطة واللقيطة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: اللقيط حر."
"zayd_0390","390","Musnad al-Imam Zayd ibn Ali","Zaydi","باب جعل الآبق:","= حدثني زيد بن علي عن أبيه عن جده عن علي عليهم السلام انه جعل جعل الآبق اربعين درهما إن كان جاء به من مسير ثلاثة ايام وان جاء من دون ذلك رضخ له."
"zayd_0391","391","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الغصب والضمان:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: من خرق ثوبا لغيره أو أكل طعاما لغيره أو كسر عودا لغيره ضمن، ومن استعان مملوكا لغيره ضمن ومن ركب دابة غيره ضمن."
"zayd_0392","392","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الحوالة والكفالة والضمانة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) ان رجلا كفل لرجل بنفس رجل فحبسه حتى جاء به."
"zayd_0393","393","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الحوالة والكفالة والضمانة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه قال: في الحوالة لاتواء على مسلم إذا أفلس المحتال رجع صاحب الحق على الذي أحاله."
"zayd_0394","394","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الحوالة والكفالة والضمانة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) في رجل له على رجل حق فكفل له رجل بالمال قال له ان يأخذهما بالمال."
"zayd_0395","395","Musnad al-Imam Zayd ibn Ali","Zaydi","باب الوكالة:","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) انه وكل الخصومة إلى عبد الله بن جعفر عليه السلام وقال: ما قضي له فلي وما قضي عليه فعلي، وكان قبل ذلك وكل الخصومة إلى عقيل بن أبي طالب حتى توفي ."
"zayd_0396","396","Musnad al-Imam Zayd ibn Ali","Zaydi","","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا تجوز شهادة متهم ولاظنين ولا محدود في قذف ولا مجرب في كذب ولا جار إلى نفسه نفعا ولا دافع عنها ضررا."
"zayd_0397","397","Musnad al-Imam Zayd ibn Ali","Zaydi","","= حدثني زيد بن علي عن أبيه عن جده عن علي (ع م) قال: لا تجوز شهادة رجل واحد على شهادة رجل واحد حتى يكونا شاهدين على شهادة شاهدين."
